YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,21.15091,20.950663
202107010030,93,21.39944,20.732632
202107010030,95,19.682354,18.964403
202107010030,98,21.04322,19.731483
202107010030,99,21.432114,20.20737
202107010030,100,16.601133,15.525197
202107010030,101,21.869751,22.10828
202107010030,102,20.32426,18.326855
202107010030,104,20.193172,19.715149
202107010030,105,20.981728,21.374657
202107010030,106,21.342781,20.382416
202107010030,108,22.785954,23.419205
202107010030,112,21.221516,22.641834
202107010030,114,20.712162,20.130894
202107010030,115,17.824795,19.645947
202107010030,119,20.845089,21.702442
202107010030,121,20.049412,19.679588
202107010030,127,20.63776,19.923431
202107010030,129,19.887314,20.362953
202107010030,130,20.697243,20.374844
202107010030,131,22.67545,23.494678
202107010030,133,23.38855,22.737087
202107010030,135,20.440525,19.684402
202107010030,136,20.11005,19.606895
202107010030,137,21.801739,22.354593
202107010030,138,21.458832,21.863333
202107010030,140,22.180931,22.461868
202107010030,143,21.247814,21.604778
202107010030,146,22.593292,23.498177
202107010030,152,20.966213,20.222569
202107010030,155,20.089428,20.063852
202107010030,156,21.65847,22.417599
202107010030,159,21.5214,21.825731
202107010030,162,21.033512,21.670145
202107010030,165,21.941746,22.766388
202107010030,168,22.056068,22.892086
202107010030,169,20.829784,21.623116
202107010030,170,20.789845,21.01775
202107010030,172,21.18671,21.415539
202107010030,174,18.082085,18.644558
202107010030,177,22.103413,21.794704
202107010030,184,24.779873,23.571934
202107010030,185,22.286388,22.778664
202107010030,188,22.54824,22.671143
202107010030,189,22.72329,23.483906
202107010030,192,19.547318,19.437637
202107010030,201,21.292469,20.37766
202107010030,202,21.709324,21.121826
202107010030,203,20.684967,20.33015
202107010030,211,20.726067,20.297455
202107010030,212,20.540974,19.696798
202107010030,216,16.869747,16.577051
202107010030,217,19.442421,19.31755
202107010030,221,20.758041,19.746464
202107010030,226,21.172756,20.124203
202107010030,232,21.059868,20.522549
202107010030,235,20.572803,21.268948
202107010030,236,21.491215,21.795315
202107010030,238,20.339611,20.856049
202107010030,239,21.424538,22.441938
202107010030,243,22.651974,23.323826
202107010030,244,21.145668,20.139587
202107010030,245,21.75251,21.631973
202107010030,247,20.880981,20.917273
202107010030,248,19.376495,18.348778
202107010030,251,21.096367,21.693111
202107010030,252,22.876495,21.206985
202107010030,253,20.608871,20.781437
202107010030,254,21.824707,21.417929
202107010030,255,20.751648,21.14851
202107010030,257,22.81435,22.36261
202107010030,258,19.986912,20.382515
202107010030,259,19.672062,20.16621
202107010030,260,18.162003,19.169361
202107010030,261,20.390518,19.48434
202107010030,262,19.160492,18.771395
202107010030,263,21.222271,20.79496
202107010030,264,20.033375,20.145334
202107010030,266,20.63145,21.368774
202107010030,271,19.196484,17.132175
202107010030,272,21.169025,20.174082
202107010030,273,20.346806,20.863838
202107010030,276,17.070278,17.30389
202107010030,277,20.24654,19.088173
202107010030,278,20.196049,19.408182
202107010030,279,21.257694,21.5727
202107010030,281,19.912872,19.559187
202107010030,283,18.814327,19.270939
202107010030,284,20.451958,20.326859
202107010030,285,21.253876,21.564327
202107010030,288,20.074486,21.335588
202107010030,289,19.757603,20.783415
202107010030,294,21.08244,21.950462
202107010030,295,20.231415,20.213627
202107010030,676,20.729649,20.296917
202107010030,702,22.22675,23.13907
202107010030,970,19.783844,19.5042
202107010030,972,21.22374,19.606178
202107010030,973,20.790478,20.085825
202107010030,974,18.553677,19.309198
202107010030,977,22.529324,21.844765
202107010030,978,20.859493,20.517555
202107010030,980,22.307602,21.43166
202107010130,90,20.899189,20.566856
202107010130,93,20.924564,20.250977
202107010130,95,20.052055,19.164345
202107010130,98,20.878864,19.649889
202107010130,99,20.86361,20.122746
202107010130,100,15.519921,14.324823
202107010130,101,21.202286,21.352928
202107010130,102,20.292755,18.637825
202107010130,104,19.916779,19.644714
202107010130,105,20.525742,21.24682
202107010130,106,20.48774,20.094217
202107010130,108,22.296093,22.904505
202107010130,112,20.74952,22.177197
202107010130,114,20.471203,20.243366
202107010130,115,17.504215,19.60742
202107010130,119,20.401218,21.255749
202107010130,121,19.745068,19.060257
202107010130,127,21.412785,20.181286
202107010130,129,20.79264,20.52021
202107010130,130,20.898758,19.867577
202107010130,131,22.359081,23.127048
202107010130,133,22.953022,22.534622
202107010130,135,20.287552,19.576675
202107010130,136,19.721779,19.683538
202107010130,137,21.08078,21.739285
202107010130,138,20.501503,21.201496
202107010130,140,21.160095,21.786522
202107010130,143,20.319046,21.032913
202107010130,146,21.396965,23.031044
202107010130,152,19.724964,19.765156
202107010130,155,19.538826,19.957302
202107010130,156,21.991894,22.308918
202107010130,159,20.142548,21.523258
202107010130,162,20.85133,21.541454
202107010130,165,21.686409,22.191334
202107010130,168,21.969357,22.147432
202107010130,169,20.640224,22.317486
202107010130,170,20.56215,21.29803
202107010130,172,21.447773,21.2728
202107010130,174,17.714844,18.143814
202107010130,177,21.506493,21.115757
202107010130,184,24.361889,23.296772
202107010130,185,22.035732,22.332188
202107010130,188,22.126213,22.405565
202107010130,189,22.731567,23.531017
202107010130,192,19.231403,19.059004
202107010130,201,20.45929,19.53418
202107010130,202,21.366169,21.049639
202107010130,203,21.630703,20.357304
202107010130,211,20.75446,20.037708
202107010130,212,20.654099,19.849632
202107010130,216,16.866062,16.234549
202107010130,217,19.593136,19.395885
202107010130,221,20.434994,19.258598
202107010130,226,19.899567,19.729372
202107010130,232,20.837872,20.52047
202107010130,235,21.083813,21.47204
202107010130,236,21.8629,22.09063
202107010130,238,20.887238,20.959465
202107010130,239,21.899105,22.339064
202107010130,243,21.475044,22.565859
202107010130,244,20.774483,19.996607
202107010130,245,21.651371,22.051228
202107010130,247,20.781487,20.66251
202107010130,248,18.916897,18.048973
202107010130,251,20.215832,20.550476
202107010130,252,22.456715,21.291359
202107010130,253,19.659554,20.296125
202107010130,254,21.54284,21.584719
202107010130,255,19.76064,20.926609
202107010130,257,22.62212,21.972584
202107010130,258,19.652603,19.965137
202107010130,259,19.700611,19.907259
202107010130,260,18.631035,19.185188
202107010130,261,19.833466,19.11688
202107010130,262,18.598915,18.235846
202107010130,263,20.800674,20.158161
202107010130,264,19.530804,19.699047
202107010130,266,20.32507,21.460922
202107010130,271,18.868149,17.328712
202107010130,272,21.448341,20.392326
202107010130,273,20.562347,20.545631
202107010130,276,16.130314,16.698992
202107010130,277,20.204765,19.00394
202107010130,278,19.02824,18.974464
202107010130,279,20.503521,20.940435
202107010130,281,18.299492,18.800127
202107010130,283,18.1417,18.311771
202107010130,284,20.551094,19.93751
202107010130,285,20.608398,20.821514
202107010130,288,18.878845,20.306349
202107010130,289,19.726261,20.18898
202107010130,294,19.901733,21.442564
202107010130,295,19.436077,20.065252
202107010130,676,21.735867,20.624939
202107010130,702,21.42551,22.622383
202107010130,970,20.461254,19.648842
202107010130,972,20.586494,19.027763
202107010130,973,20.426483,19.819672
202107010130,974,17.503445,18.274874
202107010130,977,22.380405,21.55569
202107010130,978,20.464874,19.989243
202107010130,980,22.136215,21.543816
202107010230,90,20.798012,20.467796
202107010230,93,20.82156,19.913357
202107010230,95,20.238792,18.987
202107010230,98,20.39521,19.178314
202107010230,99,20.292362,19.34813
202107010230,100,15.557951,14.014571
202107010230,101,20.907791,20.870617
202107010230,102,20.507408,18.749813
202107010230,104,19.689781,19.63646
202107010230,105,20.54609,21.16316
202107010230,106,19.996124,19.495665
202107010230,108,21.82267,22.460304
202107010230,112,20.616684,22.158749
202107010230,114,20.651169,19.838276
202107010230,115,16.898832,19.321426
202107010230,119,20.001743,20.770683
202107010230,121,19.290443,18.63691
202107010230,127,21.203514,20.456074
202107010230,129,20.482426,20.865517
202107010230,130,20.287788,19.637754
202107010230,131,22.289253,22.570969
202107010230,133,23.204975,22.649233
202107010230,135,20.126434,19.58717
202107010230,136,19.768341,19.744732
202107010230,137,20.612171,21.3191
202107010230,138,20.443111,20.94057
202107010230,140,20.807636,21.43761
202107010230,143,20.113632,20.734982
202107010230,146,21.786156,22.928993
202107010230,152,19.85534,19.54908
202107010230,155,19.427094,19.83479
202107010230,156,21.761242,21.949131
202107010230,159,20.217403,21.535215
202107010230,162,21.001312,21.598778
202107010230,165,22.056335,22.143187
202107010230,168,21.294247,22.425835
202107010230,169,20.419437,21.602058
202107010230,170,20.467255,20.807507
202107010230,172,21.053833,20.81305
202107010230,174,17.86615,17.726719
202107010230,177,21.203426,21.01987
202107010230,184,23.80893,23.313534
202107010230,185,22.9795,23.225586
202107010230,188,22.255432,22.466911
202107010230,189,23.100082,23.741793
202107010230,192,19.081524,18.782774
202107010230,201,20.483997,19.58226
202107010230,202,21.109112,20.780987
202107010230,203,20.688011,19.957077
202107010230,211,20.675247,20.100416
202107010230,212,20.61171,19.69905
202107010230,216,16.783566,15.991009
202107010230,217,19.388119,19.456017
202107010230,221,19.932571,18.763367
202107010230,226,20.560986,19.770176
202107010230,232,21.275906,20.235409
202107010230,235,20.931976,21.463938
202107010230,236,21.537918,21.380781
202107010230,238,21.355827,21.144249
202107010230,239,21.94831,21.900475
202107010230,243,22.080372,22.464796
202107010230,244,20.34613,19.496056
202107010230,245,20.930904,21.093338
202107010230,247,20.703632,20.293455
202107010230,248,18.39014,17.870016
202107010230,251,20.18893,20.866909
202107010230,252,22.251347,20.623272
202107010230,253,19.913296,20.583431
202107010230,254,22.26683,21.158337
202107010230,255,19.576988,20.887785
202107010230,257,22.222614,21.333118
202107010230,258,19.419773,20.002728
202107010230,259,19.19336,19.402554
202107010230,260,18.431904,18.79516
202107010230,261,19.97139,18.781002
202107010230,262,18.853638,17.911158
202107010230,263,20.118633,19.7972
202107010230,264,19.607296,19.353338
202107010230,266,20.21944,21.426804
202107010230,271,18.955757,17.136602
202107010230,272,19.792763,18.885254
202107010230,273,19.280891,19.67194
202107010230,276,17.162928,16.833527
202107010230,277,19.5416,18.49003
202107010230,278,19.077766,18.748062
202107010230,279,20.030823,20.52879
202107010230,281,18.167408,18.271002
202107010230,283,18.087914,18.132935
202107010230,284,19.244274,18.994787
