YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,21.55196,20.876928
202107010030,93,21.527815,20.544718
202107010030,95,19.71646,18.874146
202107010030,98,20.230032,19.490515
202107010030,99,20.550865,19.90985
202107010030,100,16.902979,15.913422
202107010030,101,22.457708,22.000801
202107010030,102,19.812223,18.278147
202107010030,104,21.078705,19.48495
202107010030,105,22.229528,21.405472
202107010030,106,21.12996,20.237452
202107010030,108,23.506344,23.455236
202107010030,112,22.370756,22.692085
202107010030,114,20.333473,19.936893
202107010030,115,19.437979,19.789001
202107010030,119,21.354147,21.626806
202107010030,121,19.983675,19.53712
202107010030,127,20.795979,19.893955
202107010030,129,21.633574,20.272186
202107010030,130,21.510004,20.405676
202107010030,131,23.582405,23.354187
202107010030,133,23.378267,22.541687
202107010030,135,20.538996,19.713223
202107010030,136,19.916616,19.53504
202107010030,137,22.12433,22.06878
202107010030,138,22.985949,21.92046
202107010030,140,23.008926,22.454119
202107010030,143,21.702951,21.592838
202107010030,146,23.573254,23.37197
202107010030,152,20.344923,19.942219
202107010030,155,20.244108,19.98052
202107010030,156,22.356066,22.259941
202107010030,159,21.816263,21.898212
202107010030,162,21.562708,21.550394
202107010030,165,22.463467,22.758432
202107010030,168,23.194668,22.858086
202107010030,169,20.989357,21.340687
202107010030,170,20.819847,20.734365
202107010030,172,21.728533,21.262564
202107010030,174,18.348675,18.454102
202107010030,177,21.424093,21.298855
202107010030,184,25.367311,23.676188
202107010030,185,22.396746,22.314865
202107010030,188,22.917326,22.330534
202107010030,189,23.657204,23.252325
202107010030,192,19.346006,19.179905
202107010030,201,20.561596,20.091288
202107010030,202,21.118732,20.772005
202107010030,203,20.520535,19.987524
202107010030,211,21.091354,20.323729
202107010030,212,20.107605,19.53126
202107010030,216,17.804111,16.894814
202107010030,217,20.965025,19.343206
202107010030,221,20.338535,19.612661
202107010030,226,20.435009,19.858788
202107010030,232,21.185728,20.340054
202107010030,235,20.979738,21.0054
202107010030,236,21.902006,21.573793
202107010030,238,20.65054,20.468979
202107010030,239,22.625551,22.368565
202107010030,243,23.71566,23.24712
202107010030,244,21.296066,20.156761
202107010030,245,22.402666,21.651201
202107010030,247,21.362303,20.74209
202107010030,248,19.137999,18.390749
202107010030,251,22.348734,21.777174
202107010030,252,23.655035,21.22111
202107010030,253,21.406702,20.696648
202107010030,254,23.527199,21.283566
