,loss,mse,val_loss,val_mse
0,8.643257141113281,8.643257141113281,7.494441986083984,7.494441986083984
1,6.4288763999938965,6.4288763999938965,7.570419788360596,7.570419788360596
2,6.35680627822876,6.35680627822876,7.501204490661621,7.501204490661621
3,5.550820350646973,5.550820350646973,3.2980568408966064,3.2980568408966064
4,4.753655910491943,4.753655910491943,3.2953805923461914,3.2953805923461914
5,4.771788597106934,4.771788597106934,3.2464025020599365,3.2464025020599365
6,4.6861419677734375,4.6861419677734375,3.2394394874572754,3.2394394874572754
7,4.707470417022705,4.707470417022705,3.323214292526245,3.323214292526245
8,4.774458408355713,4.774458408355713,3.3646814823150635,3.3646814823150635
9,4.705981731414795,4.705981731414795,3.2185184955596924,3.2185184955596924
10,4.682347297668457,4.682347297668457,3.649945020675659,3.649945020675659
11,4.848947525024414,4.848947525024414,3.4279277324676514,3.4279277324676514
12,4.729145050048828,4.729145050048828,3.2391226291656494,3.2391226291656494
13,4.737467288970947,4.737467288970947,3.5568134784698486,3.5568134784698486
14,4.754494667053223,4.754494667053223,4.035458564758301,4.035458564758301
15,4.674291133880615,4.674291133880615,3.221379280090332,3.221379280090332
16,4.768030166625977,4.768030166625977,3.317591905593872,3.317591905593872
17,4.701675891876221,4.701675891876221,3.995948314666748,3.995948314666748
18,4.778537273406982,4.778537273406982,3.6227712631225586,3.6227712631225586
19,4.92264986038208,4.92264986038208,4.385474681854248,4.385474681854248
