YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,21.519955,21.045914
202107010030,93,21.090595,20.941137
202107010030,95,20.151451,19.108765
202107010030,98,20.6081,19.730473
202107010030,99,20.895721,20.16932
202107010030,100,17.670006,15.936834
202107010030,101,22.27519,22.280436
202107010030,102,19.58902,18.3638
202107010030,104,20.298466,20.01552
202107010030,105,21.386267,21.673891
202107010030,106,21.51461,20.492949
202107010030,108,22.906528,23.637989
202107010030,112,21.67391,22.879694
202107010030,114,20.685661,20.132454
202107010030,115,18.834013,20.228384
202107010030,119,20.98571,22.001917
202107010030,121,20.446125,19.752136
202107010030,127,21.053997,20.060753
202107010030,129,21.213322,20.668266
202107010030,130,21.434242,20.543829
202107010030,131,23.170835,23.467999
202107010030,133,23.221397,22.927692
202107010030,135,20.565945,19.772875
202107010030,136,20.135666,19.633427
202107010030,137,22.274593,22.304377
202107010030,138,22.388187,22.113333
202107010030,140,22.948849,22.58233
202107010030,143,21.309786,21.542778
202107010030,146,23.340195,23.546822
202107010030,152,20.729614,20.164782
202107010030,155,20.07665,20.013203
202107010030,156,22.398567,22.455677
202107010030,159,21.703876,22.097244
202107010030,162,21.599104,21.703508
202107010030,165,22.713394,23.158333
202107010030,168,22.475437,23.13903
202107010030,169,21.46111,21.621351
202107010030,170,20.99102,20.921501
202107010030,172,21.861715,21.467644
202107010030,174,18.932089,18.599443
202107010030,177,21.960941,21.680902
202107010030,184,24.573,23.8395
202107010030,185,22.735905,22.616264
202107010030,188,23.281448,22.623854
202107010030,189,23.454922,23.415306
202107010030,192,19.811796,19.373516
202107010030,201,20.896492,20.338423
202107010030,202,21.50019,21.06586
202107010030,203,21.046785,20.300667
202107010030,211,21.063644,20.413244
202107010030,212,20.406107,19.7168
202107010030,216,18.509287,16.940216
202107010030,217,20.233677,19.79362
202107010030,221,20.801718,19.833248
202107010030,226,20.90198,20.109093
202107010030,232,21.628113,20.612457
202107010030,235,21.160786,21.26051
202107010030,236,22.068506,21.826693
202107010030,238,21.328575,20.810734
202107010030,239,22.320753,22.49955
202107010030,243,23.345634,23.381924
202107010030,244,21.601032,20.273672
202107010030,245,22.255817,21.741844
202107010030,247,21.738907,20.956224
202107010030,248,19.81532,18.537106
202107010030,251,21.999222,22.110226
202107010030,252,23.017353,21.555063
202107010030,253,21.308073,21.083
202107010030,254,23.384398,21.83681
202107010030,255,20.925194,21.46369
202107010030,257,23.651814,22.513824
202107010030,258,21.882538,20.726284
202107010030,259,21.258806,20.545588
202107010030,260,18.865807,19.053976
202107010030,261,20.241652,19.434553
202107010030,262,19.063614,18.730747
202107010030,263,22.77503,20.96416
202107010030,264,21.365189,20.60038
202107010030,266,20.22873,21.684385
202107010030,271,19.131294,17.4376
202107010030,272,21.578363,20.341356
202107010030,273,20.787067,20.98278
202107010030,276,17.54699,17.757128
202107010030,277,19.899557,19.123886
202107010030,278,19.953083,19.34523
202107010030,279,21.458504,21.49612
202107010030,281,19.831715,19.517101
202107010030,283,20.03178,19.519903
202107010030,284,21.062279,20.424847
202107010030,285,21.535416,21.498062
202107010030,288,20.308525,21.148632
202107010030,289,20.764801,20.833256
202107010030,294,21.24872,21.832382
202107010030,295,20.121704,20.150345
202107010030,676,21.00733,20.278597
202107010030,702,23.218597,23.46926
202107010030,970,20.18409,19.846224
202107010030,972,21.544731,19.84482
202107010030,973,22.471767,20.474405
202107010030,974,18.24201,19.88492
202107010030,977,23.035038,22.045132
202107010030,978,21.564743,20.751373
202107010030,980,23.155478,21.816885
202107010130,90,21.252308,20.63807
202107010130,93,20.654163,20.4596
202107010130,95,20.22104,19.19988
202107010130,98,20.495369,19.628479
202107010130,99,20.41505,20.020653
202107010130,100,16.371021,14.688717
202107010130,101,21.666002,21.52342
202107010130,102,19.694603,18.638098
202107010130,104,20.090855,19.937332
202107010130,105,21.05584,21.542597
202107010130,106,20.37954,19.990273
202107010130,108,22.454395,23.119032
202107010130,112,21.367298,22.479853
202107010130,114,20.890335,20.246073
202107010130,115,18.582714,20.181334
202107010130,119,20.70997,21.547419
