,loss,mse,val_loss,val_mse
0,14.224367141723633,14.224367141723633,3.3823351860046387,3.3823351860046387
1,4.38776969909668,4.38776969909668,3.4990341663360596,3.4990341663360596
2,4.224677562713623,4.224677562713623,3.1969923973083496,3.1969923973083496
3,4.151183128356934,4.151183128356934,3.140742778778076,3.140742778778076
4,4.118144512176514,4.118144512176514,3.0968754291534424,3.0968754291534424
5,4.0927534103393555,4.0927534103393555,2.9932847023010254,2.9932847023010254
6,4.077888011932373,4.077888011932373,3.1500585079193115,3.1500585079193115
7,4.058348178863525,4.058348178863525,3.0380806922912598,3.0380806922912598
8,4.053677558898926,4.053677558898926,2.94381046295166,2.94381046295166
9,4.050039291381836,4.050039291381836,3.1664843559265137,3.1664843559265137
10,4.043964862823486,4.043964862823486,3.5019493103027344,3.5019493103027344
11,4.0323967933654785,4.0323967933654785,3.0420138835906982,3.0420138835906982
12,4.035694599151611,4.035694599151611,2.9256274700164795,2.9256274700164795
13,4.0196213722229,4.0196213722229,3.0258114337921143,3.0258114337921143
14,4.011689186096191,4.011689186096191,2.944331407546997,2.944331407546997
15,4.006870269775391,4.006870269775391,3.002366065979004,3.002366065979004
16,4.000185012817383,4.000185012817383,3.1624221801757812,3.1624221801757812
17,3.9973130226135254,3.9973130226135254,2.97611403465271,2.97611403465271
18,3.9974594116210938,3.9974594116210938,3.0999553203582764,3.0999553203582764
19,3.9929304122924805,3.9929304122924805,3.066126585006714,3.066126585006714
20,3.9842867851257324,3.9842867851257324,2.9936509132385254,2.9936509132385254
21,3.981830358505249,3.981830358505249,2.975752115249634,2.975752115249634
22,3.9838523864746094,3.9838523864746094,2.970677614212036,2.970677614212036
23,3.981374502182007,3.981374502182007,2.9000797271728516,2.9000797271728516
24,3.978529214859009,3.978529214859009,3.050218343734741,3.050218343734741
25,3.973524808883667,3.973524808883667,2.9836862087249756,2.9836862087249756
26,3.971730947494507,3.971730947494507,3.242263078689575,3.242263078689575
27,3.9738590717315674,3.9738590717315674,2.890834093093872,2.890834093093872
28,3.974108934402466,3.974108934402466,2.9405508041381836,2.9405508041381836
29,3.969517469406128,3.969517469406128,2.925490379333496,2.925490379333496
30,3.9687557220458984,3.9687557220458984,3.1303045749664307,3.1303045749664307
31,3.981292486190796,3.981292486190796,3.004749059677124,3.004749059677124
32,3.9673776626586914,3.9673776626586914,3.1067922115325928,3.1067922115325928
33,3.9675655364990234,3.9675655364990234,3.0997912883758545,3.0997912883758545
34,3.9644079208374023,3.9644079208374023,2.991039514541626,2.991039514541626
35,3.96832537651062,3.96832537651062,2.904550075531006,2.904550075531006
36,3.9673514366149902,3.9673514366149902,2.9238147735595703,2.9238147735595703
37,3.9630918502807617,3.9630918502807617,2.9717659950256348,2.9717659950256348
38,3.9614319801330566,3.9614319801330566,2.9577488899230957,2.9577488899230957
39,3.96201491355896,3.96201491355896,2.8888096809387207,2.8888096809387207
40,3.959519624710083,3.959519624710083,2.8806724548339844,2.8806724548339844
41,3.9602715969085693,3.9602715969085693,3.068513870239258,3.068513870239258
42,3.961287260055542,3.961287260055542,2.893454074859619,2.893454074859619
43,3.9584763050079346,3.9584763050079346,2.881178617477417,2.881178617477417
44,3.9570772647857666,3.9570772647857666,3.089228630065918,3.089228630065918
45,3.9586689472198486,3.9586689472198486,2.8132896423339844,2.8132896423339844
46,3.9581172466278076,3.9581172466278076,2.9024126529693604,2.9024126529693604
47,3.9537158012390137,3.9537158012390137,2.985203742980957,2.985203742980957
48,3.954681396484375,3.954681396484375,2.898697853088379,2.898697853088379
49,3.955333948135376,3.955333948135376,2.8587214946746826,2.8587214946746826
50,3.954169750213623,3.954169750213623,3.100109100341797,3.100109100341797
51,3.957606554031372,3.957606554031372,3.384641170501709,3.384641170501709
52,3.9529032707214355,3.9529032707214355,3.115724563598633,3.115724563598633
53,3.9523093700408936,3.9523093700408936,3.0042786598205566,3.0042786598205566
54,3.958836555480957,3.958836555480957,3.1128182411193848,3.1128182411193848
55,3.951174259185791,3.951174259185791,3.249080181121826,3.249080181121826
56,3.9829089641571045,3.9829089641571045,3.066053628921509,3.066053628921509
57,4.009069442749023,4.009069442749023,3.1950230598449707,3.1950230598449707
58,3.9855077266693115,3.9855077266693115,2.936453104019165,2.936453104019165
59,3.9746134281158447,3.9746134281158447,2.9267418384552,2.9267418384552
60,3.972475528717041,3.972475528717041,2.991316795349121,2.991316795349121
61,3.979062557220459,3.979062557220459,2.9516396522521973,2.9516396522521973
62,3.9754867553710938,3.9754867553710938,3.117220401763916,3.117220401763916
63,3.976564407348633,3.976564407348633,3.04760479927063,3.04760479927063
64,3.982639789581299,3.982639789581299,3.0120489597320557,3.0120489597320557
65,3.9903452396392822,3.9903452396392822,3.078883171081543,3.078883171081543
66,3.9888484477996826,3.9888484477996826,3.1679978370666504,3.1679978370666504
67,3.9751663208007812,3.9751663208007812,3.000978469848633,3.000978469848633
68,3.9710094928741455,3.9710094928741455,2.9622063636779785,2.9622063636779785
69,3.9654581546783447,3.9654581546783447,3.0024406909942627,3.0024406909942627
70,3.963078260421753,3.963078260421753,2.9323818683624268,2.9323818683624268
71,3.966304063796997,3.966304063796997,3.0024349689483643,3.0024349689483643
72,3.959787368774414,3.959787368774414,3.0269389152526855,3.0269389152526855
73,3.959141969680786,3.959141969680786,3.0088388919830322,3.0088388919830322
74,3.9630494117736816,3.9630494117736816,2.900031089782715,2.900031089782715
75,3.959425926208496,3.959425926208496,2.8979856967926025,2.8979856967926025
76,3.9629855155944824,3.9629855155944824,2.9679481983184814,2.9679481983184814
77,3.96042537689209,3.96042537689209,2.8942947387695312,2.8942947387695312
78,3.9527885913848877,3.9527885913848877,3.2887332439422607,3.2887332439422607
79,3.95424222946167,3.95424222946167,2.9373066425323486,2.9373066425323486
80,3.954230546951294,3.954230546951294,2.9726245403289795,2.9726245403289795
81,3.9507765769958496,3.9507765769958496,3.205918312072754,3.205918312072754
82,3.9497129917144775,3.9497129917144775,3.190500020980835,3.190500020980835
83,3.946451187133789,3.946451187133789,3.0272579193115234,3.0272579193115234
84,4.075279712677002,4.075279712677002,3.2207629680633545,3.2207629680633545
85,3.9505858421325684,3.9505858421325684,3.033064126968384,3.033064126968384
86,3.94480562210083,3.94480562210083,3.069587230682373,3.069587230682373
87,3.9415292739868164,3.9415292739868164,3.5223021507263184,3.5223021507263184
88,3.9401726722717285,3.9401726722717285,2.882023572921753,2.882023572921753
89,3.9407992362976074,3.9407992362976074,2.9086618423461914,2.9086618423461914
90,3.9393956661224365,3.9393956661224365,3.033557176589966,3.033557176589966
91,3.939607620239258,3.939607620239258,2.893263101577759,2.893263101577759
92,3.937739849090576,3.937739849090576,2.904871940612793,2.904871940612793
93,3.93902325630188,3.93902325630188,2.9508113861083984,2.9508113861083984
94,3.9453632831573486,3.9453632831573486,2.9462952613830566,2.9462952613830566
95,3.947211503982544,3.947211503982544,3.1445107460021973,3.1445107460021973
96,3.938669204711914,3.938669204711914,3.0557799339294434,3.0557799339294434
97,3.9408183097839355,3.9408183097839355,3.1128764152526855,3.1128764152526855
98,3.944610595703125,3.944610595703125,2.893770933151245,2.893770933151245
99,3.9411606788635254,3.9411606788635254,2.949962854385376,2.949962854385376
