YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,22.018152,21.24187
202107010030,93,21.30349,21.084702
202107010030,95,20.059145,19.164461
202107010030,98,20.68606,19.845661
202107010030,99,21.111645,20.318913
202107010030,100,16.856434,15.957935
202107010030,101,22.494528,22.443645
202107010030,102,19.796907,18.479889
202107010030,104,20.706541,20.221283
202107010030,105,22.256298,21.87333
202107010030,106,21.641195,20.598248
202107010030,108,23.231041,23.700298
202107010030,112,22.083591,22.87222
202107010030,114,20.7591,20.254753
202107010030,115,19.664608,20.141201
202107010030,119,21.61314,22.028965
202107010030,121,20.386919,19.82164
202107010030,127,21.270758,20.185108
202107010030,129,22.1758,20.893616
202107010030,130,21.800104,20.646065
202107010030,131,23.208952,23.52547
202107010030,133,23.51209,22.970657
202107010030,135,20.49218,19.760365
202107010030,136,20.062477,19.678345
202107010030,137,22.28972,22.361599
202107010030,138,22.8466,22.271439
202107010030,140,23.43406,22.839733
202107010030,143,21.516455,21.679352
202107010030,146,23.41905,23.651245
202107010030,152,21.076096,20.276192
202107010030,155,20.410175,20.129375
202107010030,156,22.79784,22.622967
202107010030,159,22.030697,22.062801
202107010030,162,22.078024,21.879742
202107010030,165,23.473116,22.996777
202107010030,168,22.979914,23.12114
202107010030,169,21.717226,21.751465
202107010030,170,21.41464,21.063354
202107010030,172,22.279745,21.580013
202107010030,174,19.58421,18.851288
202107010030,177,22.322056,21.793388
202107010030,184,24.736757,23.751991
202107010030,185,23.552767,22.881142
202107010030,188,23.939034,22.807026
202107010030,189,24.06127,23.582073
202107010030,192,20.256647,19.542824
202107010030,201,21.020443,20.4488
202107010030,202,21.671587,21.167454
202107010030,203,21.293089,20.442574
202107010030,211,20.900433,20.430538
202107010030,212,20.4513,19.823023
202107010030,216,17.9849,17.020668
202107010030,217,20.987312,19.6469
202107010030,221,20.827215,19.940226
202107010030,226,20.965605,20.159039
202107010030,232,21.896965,20.703533
202107010030,235,21.836441,21.45285
202107010030,236,22.636696,22.00515
202107010030,238,21.648855,20.950287
202107010030,239,22.688957,22.609951
202107010030,243,23.64884,23.486065
202107010030,244,21.644594,20.360657
202107010030,245,22.35556,21.812569
202107010030,247,21.818733,21.037724
202107010030,248,19.713406,18.609272
202107010030,251,22.987013,21.997353
