YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,41.309605,20.787224
202107010030,93,23.327192,20.520586
202107010030,95,41.73048,19.112835
202107010030,98,42.92013,19.8196
202107010030,99,44.17662,20.34194
202107010030,100,41.586502,15.966448
202107010030,101,25.68206,21.745832
202107010030,102,42.50656,18.457993
202107010030,104,22.402016,19.661974
202107010030,105,22.362328,21.324478
202107010030,106,44.48874,20.377275
202107010030,108,24.743526,23.401367
202107010030,112,24.440727,22.641327
202107010030,114,42.077286,20.10956
202107010030,115,20.3668,19.813255
202107010030,119,23.133226,21.538134
202107010030,121,44.69492,19.7246
202107010030,127,41.529716,19.992443
202107010030,129,25.693537,20.386372
202107010030,130,44.22304,20.34276
202107010030,131,42.591644,23.59538
202107010030,133,25.712543,22.591259
202107010030,135,42.70858,19.48673
202107010030,136,42.326706,19.469252
202107010030,137,40.235,22.248905
202107010030,138,24.888132,21.89615
202107010030,140,23.22339,22.429152
202107010030,143,43.41187,21.75221
202107010030,146,38.046337,23.47681
202107010030,152,40.147354,20.324787
202107010030,155,38.434425,20.045368
202107010030,156,45.385574,22.322845
202107010030,159,25.085812,21.902826
202107010030,162,41.63994,21.67664
202107010030,165,25.554333,22.46083
202107010030,168,25.549023,23.066437
202107010030,169,39.78244,21.521107
202107010030,170,42.868534,20.834513
202107010030,172,43.376823,21.448435
202107010030,174,40.77931,18.753788
202107010030,177,43.72684,21.699026
202107010030,184,26.707281,23.60585
202107010030,185,38.826824,22.738522
202107010030,188,39.318447,22.724642
202107010030,189,42.347492,23.430313
202107010030,192,42.69816,19.440374
202107010030,201,44.342724,20.33859
202107010030,202,45.53649,21.048937
202107010030,203,42.614944,20.394194
202107010030,211,44.16668,20.218147
202107010030,212,42.03421,19.657347
202107010030,216,43.036438,16.805342
202107010030,217,23.616741,19.244831
202107010030,221,43.306942,19.804955
202107010030,226,40.058838,20.174952
202107010030,232,41.775055,20.523573
202107010030,235,40.718647,21.253965
202107010030,236,40.270943,21.64704
202107010030,238,45.07329,20.707523
202107010030,239,41.853794,22.423325
202107010030,243,43.60283,23.179148
202107010030,244,39.639515,20.251432
202107010030,245,39.07749,21.536833
202107010030,247,42.796173,20.89607
202107010030,248,40.692932,18.629816
202107010030,251,25.212591,21.620026
202107010030,252,26.168278,21.225954
202107010030,253,25.086725,20.637959
202107010030,254,27.053291,21.403645
202107010030,255,23.639006,21.054264
202107010030,257,26.071232,22.45571
202107010030,258,26.46046,20.230837
202107010030,259,25.104946,20.24745
202107010030,260,40.94264,19.371328
202107010030,261,42.288635,19.50904
202107010030,262,44.83338,18.75094
202107010030,263,28.215542,20.74345
202107010030,264,24.099203,20.13949
202107010030,266,24.273232,21.279388
202107010030,271,43.066494,17.420902
202107010030,272,45.976875,20.22995
202107010030,273,43.52861,21.03308
202107010030,276,21.359024,17.249842
202107010030,277,44.03609,18.984028
202107010030,278,43.539333,19.43769
202107010030,279,45.48465,21.498652
202107010030,281,43.92162,19.436289
202107010030,283,25.090845,18.995132
202107010030,284,42.5061,20.322062
202107010030,285,45.715454,21.45856
202107010030,288,41.91514,21.149822
202107010030,289,44.624237,20.744595
202107010030,294,43.19691,21.718943
202107010030,295,44.347397,20.244009
202107010030,676,41.66027,20.162146
202107010030,702,25.506083,22.884972
202107010030,970,24.08051,19.543863
202107010030,972,26.095827,19.291937
202107010030,973,27.097218,19.99852
202107010030,974,24.470652,19.84906
202107010030,977,26.477358,21.793262
202107010030,978,25.18373,20.47799
202107010030,980,26.346989,21.358797
202107010130,90,41.365692,20.382034
202107010130,93,22.838245,20.074343
202107010130,95,41.995834,19.167532
202107010130,98,43.187164,19.757345
202107010130,99,44.066803,20.17006
202107010130,100,41.068558,14.640727
202107010130,101,24.933657,21.141544
202107010130,102,42.75046,18.691404
202107010130,104,22.010527,19.442375
202107010130,105,22.154871,21.101553
202107010130,106,43.902428,20.040297
202107010130,108,24.24913,22.852812
202107010130,112,24.005646,22.20485
202107010130,114,41.799164,20.197262
202107010130,115,20.156199,19.760914
202107010130,119,22.834799,21.196161
202107010130,121,44.186443,19.105307
202107010130,127,41.243538,20.11298
202107010130,129,25.441,20.430202
202107010130,130,44.07072,20.02106
202107010130,131,42.496937,23.115969
202107010130,133,25.039452,22.401821
202107010130,135,42.390453,19.482862
202107010130,136,42.334698,19.555164
202107010130,137,40.383396,21.628395
202107010130,138,24.64939,21.206778
202107010130,140,24.416208,21.979193
202107010130,143,43.566814,21.189693
202107010130,146,38.689037,22.882662
202107010130,152,40.969265,19.834457
202107010130,155,39.269447,19.91959
202107010130,156,45.276157,22.229786
202107010130,159,24.56411,21.500923
202107010130,162,42.666077,21.5483
202107010130,165,25.32278,22.045013
202107010130,168,25.415834,22.701242
202107010130,169,39.695892,22.081455
202107010130,170,42.756195,21.184845
202107010130,172,43.04201,21.089104
202107010130,174,40.92668,18.148731
202107010130,177,44.13154,21.107435
202107010130,184,26.400028,23.350443
202107010130,185,39.078163,22.332071
202107010130,188,39.208885,22.509716
202107010130,189,41.924973,23.32501
202107010130,192,42.833195,19.021048
202107010130,201,44.09939,19.54497
202107010130,202,45.494034,20.936998
202107010130,203,42.376076,20.361439
202107010130,211,44.044857,20.04812
202107010130,212,42.299297,19.845572
202107010130,216,42.25302,16.504763
202107010130,217,23.4969,19.45072
202107010130,221,42.309772,19.244783
202107010130,226,39.831802,19.689556
202107010130,232,41.407578,20.615173
202107010130,235,41.03941,21.216942
202107010130,236,40.377663,21.88846
202107010130,238,44.974033,20.783098
202107010130,239,41.999115,22.154957
202107010130,243,43.351402,22.438423
202107010130,244,39.926395,20.108055
202107010130,245,39.51374,21.988134
202107010130,247,42.975433,20.713
202107010130,248,40.833992,18.31483
202107010130,251,24.506302,20.331118
202107010130,252,25.66701,21.151276
202107010130,253,25.271694,20.267342
202107010130,254,26.854403,21.525724
202107010130,255,23.809807,20.83573
202107010130,257,26.22743,22.23974
202107010130,258,26.418007,19.85623
202107010130,259,24.47836,19.874138
202107010130,260,40.91043,19.235386
202107010130,261,42.221684,19.224236
202107010130,262,45.74434,18.273804
202107010130,263,27.825697,20.301931
202107010130,264,23.73216,19.652115
202107010130,266,23.60707,21.293486
202107010130,271,42.72975,17.408468
202107010130,272,45.487614,20.359968
202107010130,273,42.627377,20.499117
202107010130,276,21.229391,16.636917
202107010130,277,43.976166,19.050629
202107010130,278,43.352844,19.012938
202107010130,279,45.6656,20.86887
202107010130,281,43.67274,18.791092
202107010130,283,24.611383,18.30371
202107010130,284,42.447876,19.83366
202107010130,285,45.4722,20.770834
202107010130,288,42.518566,20.145536
202107010130,289,44.940292,20.170237
202107010130,294,44.127872,21.415466
202107010130,295,45.262897,20.036362
202107010130,676,42.275642,20.626808
202107010130,702,25.149824,22.416668
202107010130,970,23.622185,19.682045
202107010130,972,26.044044,19.01719
202107010130,973,26.82631,19.787724
202107010130,974,23.698093,19.44189
202107010130,977,26.299753,21.547716
202107010130,978,25.446812,19.94142
202107010130,980,26.367012,21.264948
202107010230,90,41.40128,20.371733
202107010230,93,22.388767,19.836416
202107010230,95,40.976704,19.088905
202107010230,98,42.336205,19.220688
202107010230,99,44.124325,19.318693
202107010230,100,41.126545,14.476408
202107010230,101,24.689463,20.674671
202107010230,102,43.275986,18.831633
202107010230,104,21.7785,19.73198
202107010230,105,21.864616,20.961435
202107010230,106,43.633022,19.41287
202107010230,108,23.786419,22.32188
202107010230,112,23.619028,22.166283
202107010230,114,42.067028,19.886217
202107010230,115,19.830639,19.34484
202107010230,119,22.320372,20.698364
202107010230,121,44.584084,18.684849
202107010230,127,41.395084,20.460611
202107010230,129,25.00829,20.72556
202107010230,130,43.68922,19.663084
202107010230,131,42.316265,22.563179
202107010230,133,24.953697,22.4715
202107010230,135,42.606518,19.45699
202107010230,136,42.571445,19.641281
202107010230,137,40.34212,21.108652
202107010230,138,24.744492,20.938963
202107010230,140,24.663485,21.540636
202107010230,143,43.349613,20.884624
202107010230,146,38.600967,22.810247
202107010230,152,40.72858,19.698877
202107010230,155,39.4648,19.799587
202107010230,156,44.331615,21.763802
202107010230,159,24.25823,21.624584
202107010230,162,42.631817,21.534018
202107010230,165,24.86027,21.920597
202107010230,168,25.066307,22.509243
202107010230,169,39.66639,21.523203
202107010230,170,42.604534,20.72626
202107010230,172,42.678974,20.749102
202107010230,174,40.40502,17.784319
202107010230,177,43.173115,21.086773
202107010230,184,26.47489,23.365854
202107010230,185,40.33616,23.230593
202107010230,188,39.91908,22.429731
202107010230,189,42.77814,23.613617
202107010230,192,42.562016,18.657051
202107010230,201,43.976833,19.591866
202107010230,202,45.417927,20.762579
202107010230,203,42.20297,19.938986
202107010230,211,43.904015,20.090523
202107010230,212,42.12115,19.654932
202107010230,216,42.1242,16.297579
