YearMonthDayHourMinute,STN,isitu-LST,insitu-TA
202107010030,90,21.312230037569577,20.936197684140858
202107010030,93,21.19468548665473,20.6634766692218
202107010030,95,20.059893812985635,19.120788644856557
202107010030,98,20.782291967527243,19.814280903448683
202107010030,99,21.104581748122268,20.2907937357551
202107010030,100,16.921391325049328,15.865915808458197
202107010030,101,21.898564924414966,21.846858686784593
202107010030,102,19.884698179539342,18.41927117472434
202107010030,104,20.858278743374534,19.719777377347423
202107010030,105,21.769195245947458,21.405734410857065
202107010030,106,21.547317629522944,20.45656562486307
202107010030,108,22.82724093568433,23.34259932126665
202107010030,112,21.461772806220903,22.633697282358117
202107010030,114,20.585462429189942,20.081029816800722
202107010030,115,19.703563153311915,19.83161766150063
202107010030,119,20.904228233390246,21.566125117149507
202107010030,121,20.100539473330468,19.658312205208514
202107010030,127,21.229420269594545,19.98401199223207
202107010030,129,21.506022075503534,20.2562276891514
202107010030,130,21.593110942512048,20.447564149664576
202107010030,131,23.414940766688808,23.616423093634815
202107010030,133,22.78208656490115,22.569742395396943
202107010030,135,20.231069028108788,19.74902121198184
202107010030,136,20.139650433222023,19.574640020589822
202107010030,137,21.71571414980816,22.103240103659083
202107010030,138,22.260802953657265,21.992224923820302
202107010030,140,22.742805528182064,22.59447115430685
202107010030,143,21.736417234221513,21.722101272395008
202107010030,146,23.405415866325328,23.534895047698587
202107010030,152,20.713511704442265,20.16400445656281
202107010030,155,19.448345326471223,20.024953246343596
202107010030,156,21.940476481764783,22.24787299309821
202107010030,159,21.71601251068773,21.768368626389826
202107010030,162,21.649202237389144,21.76123257571455
202107010030,165,21.759997349997413,22.246350980114844
202107010030,168,21.964688553627568,23.24247394070973
202107010030,169,21.472381681165928,21.282320554722094
202107010030,170,20.80518967685238,20.79768813813561
202107010030,172,21.59746417981712,21.34399682237695
202107010030,174,18.129815624735357,18.538748717056816
202107010030,177,21.524935987333713,21.47503157005891
202107010030,184,25.177292974286768,23.400388527488026
202107010030,185,23.171316164037872,22.759124322191177
202107010030,188,23.290150939859213,22.74421138316101
202107010030,189,23.96256563017716,23.47228402567565
202107010030,192,19.67775234696333,19.321051603044324
202107010030,201,20.86745328775452,20.34909336236983
202107010030,202,21.26728645192537,21.008518802187794
202107010030,203,21.509596403250196,20.237379817357116
202107010030,211,21.269689924138902,20.25128412488528
202107010030,212,20.350932452711422,19.661239911209655
202107010030,216,17.99926160474747,16.96414674308301
202107010030,217,20.425692187326764,19.444914900527685
202107010030,221,20.66556554116036,19.865560440596195
202107010030,226,20.722938103753446,20.167796131520422
202107010030,232,21.153923659708198,20.58150444015272
202107010030,235,20.73051006719514,21.047061440413124
202107010030,236,21.89355648538549,21.625058763990147
202107010030,238,20.526236457707466,20.634261385188342
202107010030,239,22.305630991102575,22.4041054762323
202107010030,243,23.478230496207342,23.331050799904126
202107010030,244,21.768875338772038,20.289710153719575
202107010030,245,22.65963023364986,21.662301354517655
202107010030,247,21.317468537477204,20.85932107669993
202107010030,248,19.4425356881737,18.544429701750087
202107010030,251,22.34258235158042,21.678196331361242
202107010030,252,22.97883481804667,21.191601652619333
202107010030,253,21.10295032511684,20.70839725559462
202107010030,254,22.54429544423242,21.454008428487175
202107010030,255,20.51200027284602,20.996976336637672
202107010030,257,23.520050454013838,22.42294406835435
202107010030,258,21.689859191129564,20.39047201405373
202107010030,259,21.39464442575782,20.005690699138732
202107010030,260,18.526298323095215,19.204260447138612
202107010030,261,21.565765185392948,19.480421324976987
202107010030,262,20.556505788071444,18.70676412276061
202107010030,263,21.95547261407792,20.71336682333473
202107010030,264,21.493911777549215,20.207376292732015
202107010030,266,20.402464629323884,21.287604971708124
202107010030,271,19.525176343493104,17.36949243537214
202107010030,272,21.714908380998175,20.276711754691494
202107010030,273,20.143965138532955,20.731904638754028
202107010030,276,18.011918228871927,17.2894493870776
202107010030,277,20.563650232045724,19.20260677033045
202107010030,278,20.134127264569507,19.344156013324074
202107010030,279,20.9067812009581,21.320986051019023
202107010030,281,19.575063943831672,19.433806252086388
202107010030,283,19.74708327980348,18.941557737653465
202107010030,284,20.82491559064684,20.342624832928042
202107010030,285,21.79460849553571,21.4053750926741
202107010030,288,20.259974518784905,20.966296434729486
202107010030,289,20.395135715090557,20.683243479057285
202107010030,294,21.35448306255138,21.71011349433296
202107010030,295,20.691296675369692,20.225389416476514
202107010030,676,20.866059229450574,20.142915759900003
202107010030,702,22.954970833200893,23.009046208754988
202107010030,970,20.3109704005368,19.523262472708726
202107010030,972,21.625022293698027,19.64841544487608
202107010030,973,22.069461917445444,20.052051791910436
202107010030,974,19.032721682019996,19.499485391239354
202107010030,977,22.741768157862754,21.783248553179455
202107010030,978,21.328025649206335,20.48988323923788
202107010030,980,23.074195470761154,21.445936245311884
202107010130,90,20.99180562378037,20.514221374182377
