YearMonthDayHourMinute,STN,UV
202206010000,13,-0.0023220256369063277
202206010000,105,-0.021601029134365596
202206010000,108,-0.009576985437397495
202206010000,112,-0.019823565738507958
202206010000,115,-0.00014311864068236002
202206010000,131,-0.009225171844462855
202206010000,132,-0.00981391050926811
202206010000,133,0.0035704431588867336
202206010000,138,-0.014525665261631009
202206010000,143,0.006340552076868094
202206010000,146,0.010203470440633178
202206010000,152,0.0007066740066702209
202206010000,156,0.0016612061276329393
202206010000,159,0.008471355555688561
202206010000,165,-0.0013674562194829671
202206010010,13,-0.003559767755134434
202206010010,105,-0.006903687935146132
202206010010,108,-0.015273662428478675
202206010010,112,-0.023019992006468072
202206010010,115,0.005227661244155405
202206010010,131,-0.013255170007359382
202206010010,132,-0.009009687850002338
202206010010,133,0.006573733780434374
202206010010,138,-0.007045881730849263
202206010010,143,-9.857332161112965e-05
202206010010,146,0.010203470440633178
202206010010,152,-0.001085394997453568
202206010010,156,0.0016612061276329393
202206010010,159,0.007055306731133925
202206010010,165,-0.0016748791203543903
202206010020,13,-0.0034743939711372965
202206010020,105,0.00149405030664853
202206010020,108,-0.0003032348449123744
202206010020,112,-0.004822423599044634
202206010020,115,0.0061589416971256665
202206010020,131,0.005128633899963802
202206010020,132,0.0008556646589372593
202206010020,133,0.005685284752984971
202206010020,138,-0.0027419177770706712
202206010020,143,0.008419814091254986
202206010020,146,0.012812994000970667
202206010020,152,0.002905424169974049
202206010020,156,0.0020508210258858464
202206010020,159,0.007428900391622498
202206010020,165,-0.0016736792027342092
202206010030,13,-0.0035627885184639214
202206010030,105,0.0023722542019074095
202206010030,108,-0.011311370492605643
202206010030,112,-0.016155594296897766
202206010030,115,-0.0038039738999346953
202206010030,131,-0.010015527651246347
202206010030,132,-0.011594711892230705
202206010030,133,0.006703427374220391
202206010030,138,-0.0075809540062832725
202206010030,143,-0.0010093004817132158
202206010030,146,-0.0012496620041456195
202206010030,152,0.001219222841676381
202206010030,156,0.0020508210258858464
202206010030,159,0.005184868652219564
202206010030,165,0.0011732286564215691
202206010040,13,-0.003674483633090863
202206010040,105,0.002573769709314123
202206010040,108,-0.012103179608203965
202206010040,112,-0.014283839062709342
202206010040,115,-0.0020410483354810468
202206010040,131,-0.004723786500089805
202206010040,132,-0.005997838796183638
202206010040,133,-0.009914397518222397
202206010040,138,-0.005929758099579472
202206010040,143,-0.002156979213028184
202206010040,146,0.010776653697326158
202206010040,152,0.0015859145802310925
202206010040,156,0.00210673285332367
202206010040,159,-0.00036605993140193736
202206010040,165,-0.004531881203066647
202206010050,13,-0.002720980641180523
202206010050,105,0.003511121613360713
202206010050,108,-0.009334022721291814
202206010050,112,-0.015549489921323384
202206010050,115,-0.003161251604122499
202206010050,131,-0.012930092256379784
202206010050,132,-0.0016072332766524625
202206010050,133,-0.003710420283223113
202206010050,138,-0.015595545307601788
202206010050,143,0.0067801325296317945
202206010050,146,0.01694232845938495
202206010050,152,0.0020352380105321116
202206010050,156,0.002074742521275291
202206010050,159,0.004818176913664858
202206010050,165,-0.004860064860746704
202206010100,13,-0.0032518780272532207
202206010100,105,0.002229768672852269
202206010100,108,0.0006685312388152621
202206010100,112,-0.005694789827713596
202206010100,115,-0.0004456934720984035
202206010100,131,-0.0034853728353384083
202206010100,132,-0.010506377983655543
202206010100,133,-0.005939829107054084
202206010100,138,-0.001808596276929457
202206010100,143,0.0023802991204766315
202206010100,146,-0.01532887739934554
202206010100,152,0.001219222841676381
202206010100,156,-1.1819631400107005e-05
202206010100,159,0.006120780232015807
202206010100,165,-0.004684237977389519
202206010110,13,-0.0033478027548668812
202206010110,105,0.002106577465326223
202206010110,108,-0.002485287372569892
202206010110,112,0.005551196076386704
202206010110,115,-0.0067858087649109245
202206010110,131,0.0027200284079236937
202206010110,132,0.002003990818724879
202206010110,133,-0.0017387419606488264
202206010110,138,-0.005604260448008295
202206010110,143,-0.009208484495943203
202206010110,146,0.012647304579606871
202206010110,152,0.00762111067280034
202206010110,156,-0.0075444894848666864
202206010110,159,0.0073423266900051794
202206010110,165,-0.012185129500300216
202206010120,13,-0.0013259844149246562
202206010120,105,0.0023722542019074095
202206010120,108,0.0020495125929542836
202206010120,112,0.005173260470153404
202206010120,115,-0.016239759494319224
202206010120,131,-0.015773335796174154
202206010120,132,-0.019169429073925635
202206010120,133,-0.0053702706726916245
202206010120,138,-0.0047882452791525735
202206010120,143,0.005557471420317346
202206010120,146,0.010736596634044313
202206010120,152,0.002281519353672058
202206010120,156,-0.0013190103800869738
202206010120,159,0.0022349277772117904
202206010120,165,-0.014160550737143111
202206010130,13,-0.0023250950762521167
202206010130,105,0.0023722542019074095
202206010130,108,0.0008957505200344408
202206010130,112,0.005173260470153404
202206010130,115,-0.00715841474055126
202206010130,131,0.00484746038113544
202206010130,132,-0.002006678012000352
202206010130,133,-0.00031881629533294715
202206010130,138,-0.0047882452791525735
202206010130,143,0.007110980400920036
202206010130,146,0.011506668265422453
202206010130,152,0.0020352380105321116
202206010130,156,-0.0004068965327215447
202206010130,159,0.01001445979485624
202206010130,165,-0.0075836480898735315
202206010140,13,-0.0020608194000720677
202206010140,105,-0.008787221631668021
